


T,X,Z,Y
919,NaN,NaN,NaN,
920,NaN,NaN,NaN,
921,NaN,NaN,NaN,
922,NaN,NaN,NaN,
923,NaN,NaN,NaN,
924,NaN,NaN,NaN,
925,NaN,NaN,NaN,
926,NaN,NaN,NaN,
927,NaN,NaN,NaN,
928,NaN,NaN,NaN,
929,NaN,NaN,NaN,
930,NaN,NaN,NaN,
931,NaN,NaN,NaN,
932,NaN,NaN,NaN,
933,NaN,NaN,NaN,
934,NaN,NaN,NaN,
935,NaN,NaN,NaN,
936,NaN,NaN,NaN,
937,NaN,NaN,NaN,
938,NaN,NaN,NaN,
939,NaN,NaN,NaN,
940,NaN,NaN,NaN,
941,NaN,NaN,NaN,
942,NaN,NaN,NaN,
943,NaN,NaN,NaN,
944,NaN,NaN,NaN,
945,NaN,NaN,NaN,
946,NaN,NaN,NaN,
947,NaN,NaN,NaN,
948,NaN,NaN,NaN,
949,NaN,NaN,NaN,
950,NaN,NaN,NaN,
951,NaN,NaN,NaN,
952,NaN,NaN,NaN,
953,NaN,NaN,NaN,
954,NaN,NaN,NaN,
955,NaN,NaN,NaN,
956,NaN,NaN,NaN,
957,NaN,NaN,NaN,
958,NaN,NaN,NaN,
959,NaN,NaN,NaN,
960,NaN,NaN,NaN,
961,NaN,NaN,NaN,
962,NaN,NaN,NaN,
963,NaN,NaN,NaN,
964,NaN,NaN,NaN,
965,NaN,NaN,NaN,
966,NaN,NaN,NaN,
967,NaN,NaN,NaN,
968,NaN,NaN,NaN,
969,NaN,NaN,NaN,
970,NaN,NaN,NaN,
971,NaN,NaN,NaN,
972,NaN,NaN,NaN,
973,NaN,NaN,NaN,
974,NaN,NaN,NaN,
975,NaN,NaN,NaN,
976,NaN,NaN,NaN,
977,NaN,NaN,NaN,
978,NaN,NaN,NaN,
979,NaN,NaN,NaN,
980,NaN,NaN,NaN,
981,NaN,NaN,NaN,
982,NaN,NaN,NaN,
983,NaN,NaN,NaN,
984,NaN,NaN,NaN,
985,NaN,NaN,NaN,
986,NaN,NaN,NaN,
987,NaN,NaN,NaN,
988,NaN,NaN,NaN,
989,NaN,NaN,NaN,
990,NaN,NaN,NaN,
991,NaN,NaN,NaN,
992,NaN,NaN,NaN,
993,NaN,NaN,NaN,
994,NaN,NaN,NaN,
995,NaN,NaN,NaN,
996,NaN,NaN,NaN,
997,NaN,NaN,NaN,
998,NaN,NaN,NaN,
999,NaN,NaN,NaN,
1000,NaN,NaN,NaN,
1001,NaN,NaN,NaN,
1002,NaN,NaN,NaN,
1003,NaN,NaN,NaN,
1004,NaN,NaN,NaN,
1005,NaN,NaN,NaN,
1006,NaN,NaN,NaN,
1007,NaN,NaN,NaN,
1008,NaN,NaN,NaN,
1009,NaN,NaN,NaN,
1010,NaN,NaN,NaN,
1011,NaN,NaN,NaN,
1012,NaN,NaN,NaN,
1013,NaN,NaN,NaN,
1014,NaN,NaN,NaN,
1015,NaN,NaN,NaN,
1016,NaN,NaN,NaN,
1017,NaN,NaN,NaN,
1018,NaN,NaN,NaN,
1019,NaN,NaN,NaN,
1020,NaN,NaN,NaN,
1021,NaN,NaN,NaN,
1022,NaN,NaN,NaN,
1023,NaN,NaN,NaN,
1024,NaN,NaN,NaN,
1025,NaN,NaN,NaN,
1026,NaN,NaN,NaN,
1027,NaN,NaN,NaN,
1028,NaN,NaN,NaN,
1029,NaN,NaN,NaN,
1030,NaN,NaN,NaN,
1031,NaN,NaN,NaN,
1032,NaN,NaN,NaN,
1033,NaN,NaN,NaN,
1034,NaN,NaN,NaN,
1035,NaN,NaN,NaN,
1036,NaN,NaN,NaN,
1037,NaN,NaN,NaN,
1038,NaN,NaN,NaN,
1039,NaN,NaN,NaN,
1040,NaN,NaN,NaN,
1041,NaN,NaN,NaN,
1042,NaN,NaN,NaN,
1043,NaN,NaN,NaN,
1044,NaN,NaN,NaN,
1045,NaN,NaN,NaN,
1046,NaN,NaN,NaN,
1047,NaN,NaN,NaN,
1048,NaN,NaN,NaN,
1049,NaN,NaN,NaN,
1050,NaN,NaN,NaN,
1051,NaN,NaN,NaN,
1052,NaN,NaN,NaN,
1053,NaN,NaN,NaN,
1054,NaN,NaN,NaN,
1055,NaN,NaN,NaN,
1056,NaN,NaN,NaN,
1057,NaN,NaN,NaN,
1058,NaN,NaN,NaN,
1059,NaN,NaN,NaN,
1060,NaN,NaN,NaN,
1061,NaN,NaN,NaN,
1062,NaN,NaN,NaN,
1063,NaN,NaN,NaN,
1064,NaN,NaN,NaN,
1065,NaN,NaN,NaN,
1066,NaN,NaN,NaN,
1067,NaN,NaN,NaN,
1068,NaN,NaN,NaN,
1069,NaN,NaN,NaN,
1070,NaN,NaN,NaN,
1071,NaN,NaN,NaN,
1072,NaN,NaN,NaN,
1073,NaN,NaN,NaN,
1074,NaN,NaN,NaN,
1075,NaN,NaN,NaN,
1076,NaN,NaN,NaN,
1077,NaN,NaN,NaN,
1078,NaN,NaN,NaN,
1079,NaN,NaN,NaN,
1080,NaN,NaN,NaN,
1081,NaN,NaN,NaN,
1082,NaN,NaN,NaN,
1083,NaN,NaN,NaN,
1084,NaN,NaN,NaN,
1085,NaN,NaN,NaN,
1086,NaN,NaN,NaN,
1087,NaN,NaN,NaN,
1088,NaN,NaN,NaN,
1089,NaN,NaN,NaN,
1090,NaN,NaN,NaN,
1091,NaN,NaN,NaN,
1092,NaN,NaN,NaN,
1093,NaN,NaN,NaN,
1094,NaN,NaN,NaN,
1095,NaN,NaN,NaN,
1096,NaN,NaN,NaN,
1097,NaN,NaN,NaN,
1098,NaN,NaN,NaN,
1099,NaN,NaN,NaN,
1100,NaN,NaN,NaN,
1101,NaN,NaN,NaN,
1102,NaN,NaN,NaN,
1103,NaN,NaN,NaN,
1104,NaN,NaN,NaN,
1105,NaN,NaN,NaN,
1106,NaN,NaN,NaN,
1107,NaN,NaN,NaN,
1108,NaN,NaN,NaN,
1109,NaN,NaN,NaN,
1110,NaN,NaN,NaN,
1111,NaN,NaN,NaN,
1112,NaN,NaN,NaN,
1113,NaN,NaN,NaN,
1114,NaN,NaN,NaN,
1115,NaN,NaN,NaN,
1116,NaN,NaN,NaN,
1117,NaN,NaN,NaN,
1118,NaN,NaN,NaN,
1119,NaN,NaN,NaN,
1120,NaN,NaN,NaN,
1121,NaN,NaN,NaN,
1122,NaN,NaN,NaN,
1123,NaN,NaN,NaN,
1124,NaN,NaN,NaN,
1125,NaN,NaN,NaN,
1126,NaN,NaN,NaN,
1127,NaN,NaN,NaN,
1128,NaN,NaN,NaN,
1129,NaN,NaN,NaN,
1130,NaN,NaN,NaN,
1131,NaN,NaN,NaN,
1132,NaN,NaN,NaN,
1133,NaN,NaN,NaN,
1134,NaN,NaN,NaN,
1135,NaN,NaN,NaN,
1136,NaN,NaN,NaN,
1137,NaN,NaN,NaN,
1138,NaN,NaN,NaN,
1139,NaN,NaN,NaN,
1140,NaN,NaN,NaN,
1141,NaN,NaN,NaN,
1142,NaN,NaN,NaN,
1143,NaN,NaN,NaN,
1144,NaN,NaN,NaN,
1145,NaN,NaN,NaN,
1146,NaN,NaN,NaN,
1147,NaN,NaN,NaN,
1148,NaN,NaN,NaN,
1149,NaN,NaN,NaN,
1150,NaN,NaN,NaN,
1151,NaN,NaN,NaN,
1152,NaN,NaN,NaN,
1153,NaN,NaN,NaN,
1154,NaN,NaN,NaN,
1155,NaN,NaN,NaN,
1156,NaN,NaN,NaN,
1157,NaN,NaN,NaN,
1158,NaN,NaN,NaN,
1159,NaN,NaN,NaN,
1160,NaN,NaN,NaN,
1161,NaN,NaN,NaN,
1162,NaN,NaN,NaN,
1163,NaN,NaN,NaN,
1164,NaN,NaN,NaN,
1165,NaN,NaN,NaN,
1166,NaN,NaN,NaN,
1167,NaN,NaN,NaN,
1168,NaN,NaN,NaN,
1169,NaN,NaN,NaN,
1170,NaN,NaN,NaN,
1171,NaN,NaN,NaN,
1172,NaN,NaN,NaN,
1173,NaN,NaN,NaN,
1174,NaN,NaN,NaN,
1175,NaN,NaN,NaN,
1176,NaN,NaN,NaN,
1177,NaN,NaN,NaN,
1178,NaN,NaN,NaN,
1179,NaN,NaN,NaN,
1180,NaN,NaN,NaN,
1181,NaN,NaN,NaN,
1182,NaN,NaN,NaN,
1183,NaN,NaN,NaN,
1184,NaN,NaN,NaN,
1185,NaN,NaN,NaN,
1186,NaN,NaN,NaN,
1187,NaN,NaN,NaN,
1188,NaN,NaN,NaN,
1189,NaN,NaN,NaN,
1190,NaN,NaN,NaN,
1191,NaN,NaN,NaN,
1192,NaN,NaN,NaN,
1193,NaN,NaN,NaN,
1194,NaN,NaN,NaN,
1195,NaN,NaN,NaN,
1196,NaN,NaN,NaN,
1197,NaN,NaN,NaN,
1198,NaN,NaN,NaN,
1199,NaN,NaN,NaN,
1200,NaN,NaN,NaN,
1201,NaN,NaN,NaN,
1202,NaN,NaN,NaN,
1203,NaN,NaN,NaN,
1204,NaN,NaN,NaN,
1205,NaN,NaN,NaN,
1206,NaN,NaN,NaN,
1207,NaN,NaN,NaN,
1208,NaN,NaN,NaN,
1209,NaN,NaN,NaN,
1210,NaN,NaN,NaN,
1211,NaN,NaN,NaN,
1212,NaN,NaN,NaN,
1213,NaN,NaN,NaN,
1214,NaN,NaN,NaN,
1215,NaN,NaN,NaN,
1216,NaN,NaN,NaN,
1217,NaN,NaN,NaN,
1218,NaN,NaN,NaN,
1219,NaN,NaN,NaN,
1220,NaN,NaN,NaN,
1221,NaN,NaN,NaN,
1222,NaN,NaN,NaN,
1223,NaN,NaN,NaN,
1224,NaN,NaN,NaN,
1225,NaN,NaN,NaN,
1226,NaN,NaN,NaN,
1227,NaN,NaN,NaN,
1228,NaN,NaN,NaN,
1229,NaN,NaN,NaN,
1230,NaN,NaN,NaN,
1231,NaN,NaN,NaN,
1232,NaN,NaN,NaN,
1233,NaN,NaN,NaN,
1234,NaN,NaN,NaN,
1235,NaN,NaN,NaN,
1236,NaN,NaN,NaN,
1237,NaN,NaN,NaN,
1238,NaN,NaN,NaN,
1239,NaN,NaN,NaN,
1240,NaN,NaN,NaN,
1241,NaN,NaN,NaN,
1242,NaN,NaN,NaN,
1243,NaN,NaN,NaN,
1244,NaN,NaN,NaN,
1245,NaN,NaN,NaN,
1246,NaN,NaN,NaN,
1247,NaN,NaN,NaN,
1248,NaN,NaN,NaN,
1249,NaN,NaN,NaN,
1250,NaN,NaN,NaN,
1251,NaN,NaN,NaN,
1252,NaN,NaN,NaN,
1253,NaN,NaN,NaN,
1254,NaN,NaN,NaN,
1255,NaN,NaN,NaN,
1256,NaN,NaN,NaN,
1257,NaN,NaN,NaN,
1258,NaN,NaN,NaN,
1259,NaN,NaN,NaN,
1260,NaN,NaN,NaN,
1261,NaN,NaN,NaN,
1262,NaN,NaN,NaN,
1263,NaN,NaN,NaN,
1264,NaN,NaN,NaN,
1265,NaN,NaN,NaN,
1266,NaN,NaN,NaN,
1267,NaN,NaN,NaN,
1268,NaN,NaN,NaN,
1269,NaN,NaN,NaN,
1270,NaN,NaN,NaN,
1271,NaN,NaN,NaN,
1272,NaN,NaN,NaN,
1273,NaN,NaN,NaN,
1274,NaN,NaN,NaN,
1275,NaN,NaN,NaN,
1276,NaN,NaN,NaN,
1277,NaN,NaN,NaN,
1278,NaN,NaN,NaN,
1279,NaN,NaN,NaN,
1280,NaN,NaN,NaN,
1281,NaN,NaN,NaN,
1282,NaN,NaN,NaN,
1283,NaN,NaN,NaN,
1284,NaN,NaN,NaN,
1285,NaN,NaN,NaN,
1286,NaN,NaN,NaN,
1287,NaN,NaN,NaN,
1288,NaN,NaN,NaN,
1289,NaN,NaN,NaN,
1290,NaN,NaN,NaN,
1291,NaN,NaN,NaN,
1292,NaN,NaN,NaN,
1293,NaN,NaN,NaN,
1294,NaN,NaN,NaN,
1295,NaN,NaN,NaN,
1296,NaN,NaN,NaN,
1297,NaN,NaN,NaN,
1298,NaN,NaN,NaN,
1299,NaN,NaN,NaN,
1300,NaN,NaN,NaN,
1301,NaN,NaN,NaN,
1302,NaN,NaN,NaN,
1303,NaN,NaN,NaN,
1304,NaN,NaN,NaN,
1305,NaN,NaN,NaN,
1306,NaN,NaN,NaN,
1307,NaN,NaN,NaN,
1308,NaN,NaN,NaN,
1309,NaN,NaN,NaN,
1310,NaN,NaN,NaN,
1311,NaN,NaN,NaN,
1312,NaN,NaN,NaN,
1313,NaN,NaN,NaN,
1314,NaN,NaN,NaN,
1315,NaN,NaN,NaN,
1316,NaN,NaN,NaN,
1317,NaN,NaN,NaN,
1318,NaN,NaN,NaN,
1319,NaN,NaN,NaN,
1320,NaN,NaN,NaN,
1321,NaN,NaN,NaN,
1322,NaN,NaN,NaN,
1323,NaN,NaN,NaN,
1324,NaN,NaN,NaN,
1325,NaN,NaN,NaN,
1326,NaN,NaN,NaN,
1327,NaN,NaN,NaN,
1328,NaN,NaN,NaN,
1329,NaN,NaN,NaN,
1330,NaN,NaN,NaN,
1331,NaN,NaN,NaN,
1332,NaN,NaN,NaN,
1333,NaN,NaN,NaN,
1334,NaN,NaN,NaN,
1335,NaN,NaN,NaN,
1336,NaN,NaN,NaN,
1337,NaN,NaN,NaN,
1338,NaN,NaN,NaN,
1339,NaN,NaN,NaN,
1340,NaN,NaN,NaN,
1341,NaN,NaN,NaN,
1342,NaN,NaN,NaN,
1343,NaN,NaN,NaN,
1344,NaN,NaN,NaN,
1345,NaN,NaN,NaN,
1346,NaN,NaN,NaN,
1347,NaN,NaN,NaN,
1348,NaN,NaN,NaN,
1349,NaN,NaN,NaN,
1350,NaN,NaN,NaN,
1351,NaN,NaN,NaN,
1352,NaN,NaN,NaN,
1353,NaN,NaN,NaN,
1354,NaN,NaN,NaN,
1355,NaN,NaN,NaN,
1356,NaN,NaN,NaN,
1357,NaN,NaN,NaN,
1358,NaN,NaN,NaN,
1359,NaN,NaN,NaN,
1360,NaN,NaN,NaN,
1361,NaN,NaN,NaN,
1362,NaN,NaN,NaN,
1363,NaN,NaN,NaN,
1364,NaN,NaN,NaN,
1365,NaN,NaN,NaN,
1366,NaN,NaN,NaN,
1367,NaN,NaN,NaN,
1368,NaN,NaN,NaN,
1369,NaN,NaN,NaN,
1370,NaN,NaN,NaN,
1371,NaN,NaN,NaN,
1372,NaN,NaN,NaN,
1373,NaN,NaN,NaN,
1374,NaN,NaN,NaN,
1375,NaN,NaN,NaN,
1376,NaN,NaN,NaN,
1377,NaN,NaN,NaN,
1378,NaN,NaN,NaN,
1379,NaN,NaN,NaN,
1380,NaN,NaN,NaN,
1381,NaN,NaN,NaN,
1382,NaN,NaN,NaN,
1383,NaN,NaN,NaN,
1384,NaN,NaN,NaN,
1385,NaN,NaN,NaN,
1386,NaN,NaN,NaN,
1387,NaN,NaN,NaN,
1388,NaN,NaN,NaN,
1389,NaN,NaN,NaN,
1390,NaN,NaN,NaN,
1391,NaN,NaN,NaN,
1392,NaN,NaN,NaN,
1393,NaN,NaN,NaN,
1394,NaN,NaN,NaN,
1395,NaN,NaN,NaN,
1396,NaN,NaN,NaN,
1397,NaN,NaN,NaN,
1398,NaN,NaN,NaN,
1399,NaN,NaN,NaN,
1400,NaN,NaN,NaN,
1401,NaN,NaN,NaN,
1402,NaN,NaN,NaN,
1403,NaN,NaN,NaN,
1404,NaN,NaN,NaN,
1405,NaN,NaN,NaN,
1406,NaN,NaN,NaN,
1407,NaN,NaN,NaN,
1408,NaN,NaN,NaN,
1409,NaN,NaN,NaN,
1410,NaN,NaN,NaN,
1411,NaN,NaN,NaN,
1412,NaN,NaN,NaN,
1413,NaN,NaN,NaN,
1414,NaN,NaN,NaN,
1415,NaN,NaN,NaN,
1416,NaN,NaN,NaN,
1417,NaN,NaN,NaN,
1418,NaN,NaN,NaN,
1419,NaN,NaN,NaN,
1420,NaN,NaN,NaN,
1421,NaN,NaN,NaN,
1422,NaN,NaN,NaN,
1423,NaN,NaN,NaN,
1424,NaN,NaN,NaN,
1425,NaN,NaN,NaN,
1426,NaN,NaN,NaN,
1427,NaN,NaN,NaN,
1428,NaN,NaN,NaN,
1429,NaN,NaN,NaN,
1430,NaN,NaN,NaN,
1431,NaN,NaN,NaN,
1432,NaN,NaN,NaN,
1433,NaN,NaN,NaN,
1434,NaN,NaN,NaN,
1435,NaN,NaN,NaN,
1436,NaN,NaN,NaN,
1437,NaN,NaN,NaN,
1438,NaN,NaN,NaN,
1439,NaN,NaN,NaN,
1440,NaN,NaN,NaN,
1441,NaN,NaN,NaN,
1442,NaN,NaN,NaN,
1443,NaN,NaN,NaN,
1444,NaN,NaN,NaN,
1445,NaN,NaN,NaN,
1446,NaN,NaN,NaN,
1447,NaN,NaN,NaN,
1448,NaN,NaN,NaN,
1449,NaN,NaN,NaN,
1450,NaN,NaN,NaN,
1451,NaN,NaN,NaN,
1452,NaN,NaN,NaN,
1453,NaN,NaN,NaN,
1454,NaN,NaN,NaN,
1455,NaN,NaN,NaN,
1456,NaN,NaN,NaN,
1457,NaN,NaN,NaN,
1458,NaN,NaN,NaN,
1459,NaN,NaN,NaN,
1460,NaN,NaN,NaN,
1461,NaN,NaN,NaN,
1462,NaN,NaN,NaN,
1463,NaN,NaN,NaN,
1464,NaN,NaN,NaN,
1465,NaN,NaN,NaN,
1466,NaN,NaN,NaN,
1467,NaN,NaN,NaN,
1468,NaN,NaN,NaN,
1469,NaN,NaN,NaN,
1470,NaN,NaN,NaN,
1471,NaN,NaN,NaN,
1472,NaN,NaN,NaN,
1473,NaN,NaN,NaN,
1474,NaN,NaN,NaN,
1475,NaN,NaN,NaN,
1476,NaN,NaN,NaN,
1477,NaN,NaN,NaN,
1478,NaN,NaN,NaN,
1479,NaN,NaN,NaN,
1480,NaN,NaN,NaN,
1481,NaN,NaN,NaN,
1482,NaN,NaN,NaN,
1483,NaN,NaN,NaN,
1484,NaN,NaN,NaN,
1485,NaN,NaN,NaN,
1486,NaN,NaN,NaN,
1487,NaN,NaN,NaN,
1488,NaN,NaN,NaN,
1489,NaN,NaN,NaN,
1490,NaN,NaN,NaN,
1491,NaN,NaN,NaN,
1492,NaN,NaN,NaN,
1493,NaN,NaN,NaN,
1494,NaN,NaN,NaN,
1495,NaN,NaN,NaN,
1496,NaN,NaN,NaN,
1497,NaN,NaN,NaN,
1498,NaN,NaN,NaN,
1499,NaN,NaN,NaN,



T,X,Z,Y
0,1,1,1,
1,1.104,0.962,1.68,
2,1.362,0.96,2.477,
3,1.783,1.016,3.492,
4,2.395,1.18,4.834,
5,3.252,1.541,6.628,
6,4.427,2.262,9.013,
7,6.009,3.634,12.113,
8,8.088,6.146,15.938,
9,10.705,10.519,20.171,
10,13.725,17.525,23.747,
11,16.636,27.177,24.501,
12,18.368,37.208,19.943,
13,17.671,42.998,10.405,
14,14.34,42.2,0.772,
15,9.767,37.86,-4.928,
16,5.477,33.482,-7.136,
17,2.083,30.127,-7.609,
18,-0.402,27.687,-7.449,
19,-2.161,25.878,-7.158,
20,-3.394,24.485,-6.941,
21,-4.275,23.385,-6.87,
22,-4.937,22.515,-6.959,
23,-5.476,21.851,-7.199,
24,-5.961,21.39,-7.569,
25,-6.434,21.14,-8.04,
26,-6.919,21.115,-8.579,
27,-7.425,21.326,-9.139,
28,-7.943,21.775,-9.665,
29,-8.454,22.448,-10.092,
30,-8.923,23.3,-10.351,
31,-9.309,24.257,-10.38,
32,-9.566,25.212,-10.145,
33,-9.659,26.045,-9.655,
34,-9.569,26.644,-8.968,
35,-9.305,26.94,-8.18,
36,-8.9,26.913,-7.397,
37,-8.407,26.597,-6.711,
38,-7.884,26.054,-6.181,
39,-7.384,25.36,-5.833,
40,-6.95,24.584,-5.663,
41,-6.61,23.789,-5.659,
42,-6.378,23.021,-5.799,
43,-6.261,22.323,-6.064,
44,-6.259,21.726,-6.438,
45,-6.368,21.263,-6.906,
46,-6.581,20.962,-7.451,
47,-6.889,20.852,-8.053,
48,-7.278,20.955,-8.681,
49,-7.729,21.29,-9.296,
50,-8.216,21.859,-9.84,
51,-8.702,22.642,-10.249,
52,-9.143,23.584,-10.453,
53,-9.488,24.597,-10.398,
54,-9.691,25.564,-10.062,
55,-9.715,26.357,-9.474,
56,-9.552,26.875,-8.711,
57,-9.218,27.061,-7.882,
58,-8.756,26.919,-7.098,
59,-8.226,26.497,-6.443,
60,-7.687,25.87,-5.964,
61,-7.191,25.115,-5.675,
62,-6.775,24.302,-5.565,
63,-6.463,23.489,-5.617,
64,-6.266,22.721,-5.809,
65,-6.187,22.036,-6.122,
66,-6.226,21.467,-6.54,
67,-6.376,21.043,-7.049,
68,-6.629,20.796,-7.631,
69,-6.975,20.752,-8.262,
70,-7.4,20.935,-8.911,
71,-7.88,21.359,-9.53,
72,-8.387,22.022,-10.057,
73,-8.88,22.894,-10.42,
74,-9.31,23.907,-10.55,
75,-9.625,24.957,-10.398,
76,-9.777,25.915,-9.956,
77,-9.738,26.653,-9.273,
78,-9.505,27.076,-8.443,
79,-9.107,27.149,-7.586,
80,-8.597,26.894,-6.812,
81,-8.038,26.373,-6.194,
82,-7.49,25.67,-5.768,
83,-7.002,24.863,-5.536,
84,-6.608,24.02,-5.484,
85,-6.326,23.194,-5.589,
86,-6.164,22.429,-5.83,
87,-6.124,21.76,-6.188,
88,-6.202,21.219,-6.648,
89,-6.391,20.838,-7.195,
90,-6.683,20.645,-7.812,
91,-7.067,20.668,-8.472,
92,-7.525,20.931,-9.138,
93,-8.033,21.445,-9.757,
94,-8.557,22.201,-10.261,
95,-9.053,23.158,-10.573,
96,-9.468,24.234,-10.624,
97,-9.748,25.311,-10.373,
98,-9.847,26.249,-9.827,
99,-9.742,26.921,-9.055,
100,-9.442,27.245,-8.169,
101,-8.985,27.205,-7.295,
102,-8.432,26.842,-6.538,
103,-7.85,26.231,-5.962,
104,-7.298,25.461,-5.59,
105,-6.822,24.609,-5.415,
106,-6.451,23.741,-5.416,
107,-6.199,22.906,-5.571,
108,-6.072,22.146,-5.857,
109,-6.069,21.495,-6.257,
110,-6.185,20.984,-6.757,
111,-6.412,20.645,-7.341,
112,-6.741,20.506,-7.991,
113,-7.16,20.597,-8.678,
114,-7.65,20.94,-9.359,
115,-8.184,21.543,-9.976,
116,-8.723,22.39,-10.453,
117,-9.22,23.428,-10.71,
118,-9.617,24.56,-10.678,
119,-9.858,25.654,-10.326,
120,-9.902,26.562,-9.68,
121,-9.732,27.161,-8.827,
122,-9.367,27.385,-7.895,
123,-8.856,27.235,-7.014,
124,-8.266,26.77,-6.281,
125,-7.665,26.079,-5.749,
126,-7.114,25.249,-5.428,
127,-6.651,24.358,-5.306,
128,-6.304,23.469,-5.358,
129,-6.082,22.628,-5.558,
130,-5.988,21.875,-5.886,
131,-6.02,21.242,-6.326,
132,-6.171,20.76,-6.863,
133,-6.435,20.462,-7.484,
134,-6.8,20.377,-8.166,
135,-7.253,20.534,-8.878,
136,-7.773,20.956,-9.573,
137,-8.33,21.646,-10.185,
138,-8.883,22.581,-10.632,
139,-9.378,23.695,-10.831,
140,-9.755,24.878,-10.715,
141,-9.957,25.981,-10.264,
142,-9.945,26.853,-9.523,
143,-9.712,27.376,-8.597,
144,-9.285,27.499,-7.628,
145,-8.724,27.245,-6.746,
146,-8.101,26.688,-6.04,
147,-7.487,25.922,-5.551,
148,-6.937,25.04,-5.281,
149,-6.49,24.115,-5.208,
150,-6.165,23.208,-5.305,
151,-5.972,22.363,-5.547,
152,-5.909,21.616,-5.914,
153,-5.974,21,-6.39,
154,-6.159,20.546,-6.963,
155,-6.456,20.286,-7.618,
156,-6.855,20.252,-8.332,
157,-7.34,20.474,-9.069,
158,-7.89,20.972,-9.777,
159,-8.47,21.747,-10.383,
160,-9.035,22.767,-10.8,
161,-9.527,23.954,-10.941,
162,-9.883,25.181,-10.742,
163,-10.046,26.29,-10.195,
164,-9.98,27.123,-9.364,
165,-9.685,27.569,-8.373,
166,-9.201,27.596,-7.373,
167,-8.594,27.244,-6.494,
168,-7.943,26.601,-5.816,
169,-7.317,25.77,-5.369,
170,-6.771,24.84,-5.143,
171,-6.337,23.886,-5.114,
172,-6.034,22.962,-5.253,
173,-5.867,22.111,-5.532,
174,-5.833,21.37,-5.935,
175,-5.927,20.768,-6.445,
176,-6.143,20.339,-7.052,
177,-6.472,20.114,-7.74,
178,-6.903,20.128,-8.484,
179,-7.419,20.41,-9.246,
180,-7.997,20.98,-9.968,
181,-8.599,21.836,-10.57,
182,-9.177,22.937,-10.959,
183,-9.667,24.194,-11.044,
184,-10.004,25.465,-10.765,
185,-10.128,26.577,-10.127,
186,-10.011,27.371,-9.211,
187,-9.659,27.745,-8.161,
188,-9.121,27.682,-7.134,
189,-8.472,27.241,-6.259,
190,-7.794,26.521,-5.608,
191,-7.158,25.629,-5.197,
192,-6.614,24.656,-5.012,
193,-6.193,23.674,-5.022,
194,-5.909,22.733,-5.197,
195,-5.764,21.877,-5.51,
196,-5.756,21.137,-5.944,
197,-5.877,20.546,-6.486,
198,-6.121,20.137,-7.125,
199,-6.479,19.942,-7.844,
200,-6.939,19.998,-8.619,
201,-7.485,20.334,-9.407,
202,-8.09,20.971,-10.145,
203,-8.715,21.902,-10.747,
204,-9.306,23.082,-11.112,
205,-9.797,24.406,-11.146,
206,-10.117,25.721,-10.794,
207,-10.208,26.84,-10.071,
208,-10.043,27.601,-9.076,
209,-9.638,27.91,-7.969,
210,-9.05,27.767,-6.916,
211,-8.362,27.245,-6.044,
212,-7.66,26.455,-5.414,
213,-7.012,25.509,-5.035,
214,-6.469,24.496,-4.884,
215,-6.058,23.485,-4.927,
216,-5.789,22.527,-5.132,
217,-5.662,21.661,-5.474,
218,-5.675,20.919,-5.936,
219,-5.819,20.334,-6.506,
220,-6.087,19.938,-7.174,
221,-6.471,19.766,-7.924,
222,-6.958,19.854,-8.729,
223,-7.532,20.236,-9.545,
224,-8.164,20.932,-10.303,
225,-8.812,21.933,-10.911,
226,-9.42,23.187,-11.262,
227,-9.916,24.581,-11.255,
228,-10.225,25.943,-10.838,
229,-10.29,27.077,-10.037,
230,-10.084,27.816,-8.968,
231,-9.631,28.072,-7.806,
232,-8.998,27.86,-6.725,
233,-8.272,27.268,-5.849,
234,-7.543,26.415,-5.233,
235,-6.883,25.418,-4.878,
236,-6.336,24.365,-4.754,
237,-5.93,23.326,-4.823,
238,-5.67,22.347,-5.053,
239,-5.558,21.467,-5.418,
240,-5.586,20.718,-5.904,
241,-5.748,20.131,-6.499,
242,-6.036,19.739,-7.193,
243,-6.442,19.58,-7.972,
244,-6.953,19.691,-8.808,
245,-7.553,20.108,-9.655,
246,-8.212,20.852,-10.439,
247,-8.886,21.915,-11.063,
248,-9.515,23.239,-11.412,
249,-10.023,24.702,-11.379,
250,-10.331,26.121,-10.911,
251,-10.377,27.284,-10.042,
252,-10.14,28.018,-8.902,
253,-9.646,28.239,-7.682,
254,-8.97,27.973,-6.565,
255,-8.207,27.321,-5.676,
256,-7.451,26.412,-5.065,
257,-6.772,25.367,-4.724,
258,-6.217,24.275,-4.618,
259,-5.809,23.204,-4.706,
260,-5.553,22.201,-4.954,
261,-5.448,21.301,-5.338,
262,-5.487,20.536,-5.841,
263,-5.661,19.937,-6.456,
264,-5.964,19.54,-7.174,
265,-6.387,19.38,-7.979,
266,-6.918,19.5,-8.847,
267,-7.541,19.937,-9.727,
268,-8.227,20.715,-10.547,
269,-8.93,21.828,-11.2,
270,-9.586,23.218,-11.564,
271,-10.115,24.755,-11.525,
272,-10.434,26.242,-11.025,
273,-10.477,27.455,-10.099,
274,-10.219,28.209,-8.892,
275,-9.693,28.418,-7.609,
276,-8.978,28.117,-6.446,
277,-8.178,27.417,-5.53,
278,-7.389,26.46,-4.909,
279,-6.686,25.368,-4.57,
280,-6.115,24.236,-4.472,
281,-5.697,23.129,-4.571,
