


T,X,Z,Y
282,-5.437,22.095,-4.83,
283,-5.331,21.167,-5.224,
284,-5.373,20.378,-5.74,
285,-5.552,19.757,-6.37,
286,-5.863,19.34,-7.105,
287,-6.297,19.165,-7.934,
288,-6.844,19.275,-8.832,
289,-7.488,19.712,-9.751,
290,-8.199,20.506,-10.615,
291,-8.933,21.654,-11.314,
292,-9.624,23.1,-11.718,
293,-10.187,24.714,-11.701,
294,-10.534,26.287,-11.193,
295,-10.591,27.579,-10.229,
296,-10.33,28.386,-8.959,
297,-9.782,28.616,-7.605,
298,-9.034,28.304,-6.378,
299,-8.194,27.572,-5.417,
300,-7.366,26.573,-4.768,
301,-6.63,25.436,-4.416,
302,-6.033,24.261,-4.313,
303,-5.595,23.114,-4.412,
304,-5.321,22.042,-4.674,
305,-5.206,21.077,-5.072,
306,-5.241,20.252,-5.592,
307,-5.417,19.595,-6.229,
308,-5.728,19.142,-6.976,
309,-6.166,18.933,-7.824,
310,-6.722,19.012,-8.75,
311,-7.38,19.425,-9.709,
312,-8.116,20.208,-10.628,
313,-8.883,21.368,-11.393,
314,-9.617,22.858,-11.867,
315,-10.23,24.548,-11.908,
316,-10.625,26.227,-11.431,
317,-10.721,27.634,-10.454,
318,-10.479,28.541,-9.129,
319,-9.926,28.835,-7.694,
320,-9.151,28.545,-6.383,
321,-8.271,27.803,-5.349,
322,-7.397,26.771,-4.648,
323,-6.616,25.592,-4.262,
324,-5.979,24.37,-4.14,
325,-5.509,23.176,-4.227,
326,-5.208,22.057,-4.48,
327,-5.071,21.045,-4.873,
328,-5.089,20.17,-5.389,
329,-5.252,19.463,-6.023,
330,-5.552,18.956,-6.773,
331,-5.984,18.689,-7.631,
332,-6.54,18.71,-8.58,
333,-7.206,19.068,-9.581,
334,-7.961,19.807,-10.562,
335,-8.763,20.947,-11.415,
336,-9.548,22.455,-11.993,
337,-10.227,24.215,-12.141,
338,-10.696,26.016,-11.745,
339,-10.862,27.581,-10.797,
340,-10.671,28.648,-9.436,
341,-10.138,29.067,-7.913,
342,-9.35,28.849,-6.49,
343,-8.429,28.127,-5.349,
344,-7.501,27.077,-4.563,
345,-6.661,25.859,-4.116,
346,-5.968,24.588,-3.952,
347,-5.447,23.339,-4.011,
348,-5.104,22.162,-4.245,
349,-4.931,21.09,-4.62,
350,-4.917,20.152,-5.121,
351,-5.054,19.376,-5.742,
352,-5.331,18.794,-6.482,
353,-5.744,18.446,-7.339,
354,-6.287,18.378,-8.301,
355,-6.951,18.643,-9.336,
356,-7.716,19.295,-10.385,
357,-8.548,20.369,-11.342,
358,-9.387,21.853,-12.063,
359,-10.148,23.658,-12.375,
360,-10.722,25.588,-12.131,
361,-10.998,27.355,-11.278,
362,-10.902,28.656,-9.922,
363,-10.428,29.286,-8.314,
364,-9.651,29.213,-6.749,
365,-8.697,28.561,-5.456,
366,-7.707,27.52,-4.538,
367,-6.791,26.271,-3.991,
368,-6.02,24.947,-3.757,
369,-5.428,23.636,-3.767,
370,-5.02,22.39,-3.964,
371,-4.792,21.244,-4.308,
372,-4.73,20.227,-4.781,
373,-4.823,19.364,-5.375,
374,-5.062,18.685,-6.09,
375,-5.441,18.227,-6.929,
376,-5.955,18.035,-7.886,
377,-6.598,18.166,-8.942,
378,-7.359,18.677,-10.05,
379,-8.209,19.622,-11.12,
380,-9.1,21.018,-12.015,
381,-9.952,22.814,-12.554,
382,-10.657,24.85,-12.553,
383,-11.091,26.848,-11.898,
384,-11.151,28.466,-10.63,
385,-10.797,29.423,-8.969,
386,-10.075,29.61,-7.242,
387,-9.111,29.112,-5.741,
388,-8.057,28.128,-4.624,
389,-7.048,26.868,-3.919,
390,-6.173,25.495,-3.571,
391,-5.48,24.112,-3.501,
392,-4.981,22.785,-3.638,
393,-4.672,21.551,-3.935,
394,-4.539,20.437,-4.364,
395,-4.568,19.468,-4.914,
396,-4.747,18.669,-5.585,
397,-5.071,18.074,-6.383,
398,-5.535,17.724,-7.311,
399,-6.136,17.672,-8.361,
400,-6.868,17.983,-9.503,
401,-7.714,18.721,-10.673,
402,-8.639,19.935,-11.754,
403,-9.577,21.624,-12.572,
404,-10.43,23.69,-12.919,
405,-11.068,25.899,-12.607,
406,-11.359,27.902,-11.576,
407,-11.214,29.329,-9.965,
408,-10.632,29.948,-8.094,
409,-9.712,29.754,-6.328,
410,-8.613,28.925,-4.923,
411,-7.497,27.703,-3.97,
412,-6.489,26.293,-3.435,
413,-5.657,24.837,-3.233,
414,-5.028,23.415,-3.277,
415,-4.603,22.076,-3.502,
416,-4.367,20.847,-3.867,
417,-4.304,19.751,-4.354,
418,-4.399,18.81,-4.96,
419,-4.642,18.052,-5.691,
420,-5.029,17.51,-6.556,
421,-5.558,17.234,-7.559,
422,-6.229,17.282,-8.691,
423,-7.034,17.727,-9.917,
424,-7.955,18.642,-11.154,
425,-8.948,20.076,-12.263,
426,-9.936,22.012,-13.037,
427,-10.802,24.312,-13.239,
428,-11.397,26.68,-12.682,
429,-11.582,28.701,-11.349,
430,-11.278,29.989,-9.466,
431,-10.52,30.357,-7.432,
432,-9.446,29.886,-5.634,
433,-8.241,28.82,-4.293,
434,-7.073,27.426,-3.447,
435,-6.056,25.905,-3.021,
436,-5.243,24.379,-2.91,
437,-4.65,22.917,-3.023,
438,-4.265,21.553,-3.298,
439,-4.07,20.309,-3.701,
440,-4.045,19.205,-4.218,
441,-4.176,18.26,-4.853,
442,-4.453,17.501,-5.617,
443,-4.875,16.964,-6.522,
444,-5.442,16.701,-7.577,
445,-6.156,16.776,-8.776,
446,-7.012,17.27,-10.083,
447,-7.994,18.268,-11.41,
448,-9.056,19.829,-12.604,
449,-10.115,21.943,-13.434,
450,-11.04,24.455,-13.627,
451,-11.665,27.029,-12.97,
452,-11.833,29.191,-11.453,
453,-11.461,30.509,-9.35,
454,-10.597,30.8,-7.131,
455,-9.404,30.189,-5.225,
456,-8.095,28.973,-3.85,
457,-6.851,27.451,-3.016,
458,-5.784,25.83,-2.621,
459,-4.944,24.228,-2.542,
460,-4.337,22.705,-2.679,
461,-3.947,21.289,-2.967,
462,-3.75,19.998,-3.373,
463,-3.723,18.846,-3.886,
464,-3.85,17.85,-4.513,
465,-4.123,17.034,-5.268,
466,-4.539,16.432,-6.17,
467,-5.102,16.092,-7.234,
468,-5.818,16.082,-8.463,
469,-6.688,16.487,-9.835,
470,-7.702,17.406,-11.277,
471,-8.826,18.927,-12.644,
472,-9.984,21.078,-13.7,
473,-11.046,23.748,-14.136,
474,-11.833,26.616,-13.663,
475,-12.152,29.162,-12.187,
476,-11.878,30.846,-9.947,
477,-11.029,31.379,-7.465,
478,-9.77,30.853,-5.274,
479,-8.342,29.605,-3.672,
480,-6.962,27.992,-2.692,
481,-5.767,26.263,-2.213,
482,-4.818,24.556,-2.087,
483,-4.122,22.934,-2.193,
484,-3.659,21.425,-2.452,
485,-3.399,20.041,-2.822,
486,-3.315,18.792,-3.289,
487,-3.386,17.688,-3.858,
488,-3.601,16.747,-4.544,
489,-3.954,15.993,-5.371,
490,-4.452,15.468,-6.362,
491,-5.101,15.227,-7.538,
492,-5.913,15.352,-8.9,
493,-6.891,15.946,-10.419,
494,-8.025,17.128,-12.001,
495,-9.269,19,-13.458,
496,-10.527,21.575,-14.487,
497,-11.634,24.676,-14.71,
498,-12.369,27.853,-13.818,
499,-12.517,30.449,-11.801,
500,-11.975,31.879,-9.083,
501,-10.826,31.97,-6.346,
502,-9.315,30.992,-4.145,
503,-7.727,29.397,-2.682,
504,-6.276,27.56,-1.879,
505,-5.074,25.701,-1.556,
506,-4.154,23.919,-1.54,
507,-3.5,22.253,-1.711,
508,-3.08,20.714,-2,
509,-2.855,19.306,-2.375,
510,-2.795,18.031,-2.829,
511,-2.878,16.895,-3.372,
512,-3.094,15.911,-4.027,
513,-3.441,15.1,-4.821,
514,-3.924,14.496,-5.785,
515,-4.558,14.152,-6.951,
516,-5.36,14.146,-8.337,
517,-6.343,14.589,-9.936,
518,-7.512,15.618,-11.688,
519,-8.841,17.382,-13.432,
520,-10.255,19.976,-14.873,
521,-11.597,23.324,-15.571,
522,-12.628,27.033,-15.066,
523,-13.066,30.363,-13.149,
524,-12.713,32.494,-10.153,
525,-11.586,33.014,-6.889,
526,-9.939,32.143,-4.151,
527,-8.125,30.448,-2.298,
528,-6.43,28.435,-1.269,
529,-5.009,26.397,-0.831,
530,-3.908,24.459,-0.756,
531,-3.11,22.657,-0.885,
532,-2.572,20.995,-1.123,
533,-2.244,19.468,-1.424,
534,-2.084,18.07,-1.775,
535,-2.062,16.798,-2.18,
536,-2.159,15.653,-2.658,
537,-2.365,14.639,-3.233,
538,-2.682,13.772,-3.937,
539,-3.12,13.074,-4.808,
540,-3.696,12.588,-5.886,
541,-4.434,12.378,-7.211,
542,-5.362,12.545,-8.812,
543,-6.502,13.232,-10.682,
544,-7.864,14.628,-12.739,
545,-9.417,16.936,-14.764,
546,-11.056,20.276,-16.334,
547,-12.563,24.498,-16.832,
548,-13.604,28.968,-15.662,
549,-13.816,32.589,-12.717,
550,-13.007,34.361,-8.735,
551,-11.33,34.1,-4.937,
552,-9.214,32.446,-2.169,
553,-7.099,30.201,-0.558,
554,-5.262,27.876,0.186,
555,-3.806,25.682,0.406,
556,-2.722,23.67,0.358,
557,-1.954,21.833,0.194,
558,-1.435,20.152,-0.007,
559,-1.103,18.608,-0.211,
560,-0.906,17.188,-0.409,
561,-0.809,15.88,-0.606,
562,-0.788,14.676,-0.812,
563,-0.827,13.57,-1.044,
564,-0.92,12.557,-1.317,
565,-1.067,11.635,-1.653,
566,-1.273,10.803,-2.076,
567,-1.55,10.067,-2.616,
568,-1.914,9.439,-3.312,
569,-2.39,8.943,-4.21,
570,-3.007,8.621,-5.367,
571,-3.807,8.547,-6.849,
572,-4.833,8.842,-8.716,
573,-6.136,9.698,-11.003,
574,-7.75,11.395,-13.659,
575,-9.67,14.288,-16.44,
576,-11.788,18.689,-18.76,
577,-13.816,24.533,-19.613,
578,-15.235,30.877,-17.878,
579,-15.426,35.807,-13.297,
580,-14.073,37.613,-7.336,
581,-11.523,36.389,-2.239,
582,-8.555,33.635,0.905,
583,-5.814,30.633,2.38,
584,-3.588,27.907,2.873,
585,-1.906,25.542,2.912,
586,-0.686,23.484,2.806,
587,0.187,21.67,2.711,
588,0.821,20.05,2.702,
589,1.307,18.598,2.809,
590,1.715,17.298,3.049,
591,2.101,16.147,3.43,
592,2.508,15.151,3.969,
593,2.974,14.326,4.683,
594,3.532,13.702,5.6,
595,4.213,13.331,6.748,
596,5.051,13.29,8.149,
597,6.07,13.695,9.805,
598,7.287,14.698,11.665,
599,8.689,16.474,13.578,
600,10.208,19.162,15.239,
601,11.691,22.734,16.167,
602,12.878,26.814,15.804,
603,13.448,30.59,13.831,
604,13.145,33.08,10.557,
605,11.96,33.743,6.91,
606,10.17,32.813,3.852,
607,8.184,30.965,1.812,
608,6.332,28.798,0.708,
609,4.786,26.636,0.251,
610,3.593,24.605,0.174,
611,2.727,22.732,0.295,
612,2.133,21.013,0.508,
613,1.755,19.433,0.762,
614,1.542,17.982,1.04,
615,1.458,16.652,1.344,
616,1.478,15.436,1.687,
617,1.587,14.332,2.09,
618,1.782,13.343,2.579,
619,2.067,12.475,3.184,
620,2.454,11.745,3.945,
621,2.963,11.183,4.905,
622,3.62,10.838,6.113,
623,4.459,10.793,7.618,
624,5.515,11.174,9.455,
625,6.821,12.169,11.613,
626,8.384,14.024,13.974,
627,10.161,16.997,16.225,
628,12,21.207,17.772,
629,13.597,26.342,17.783,
630,14.502,31.387,15.595,
631,14.294,34.853,11.425,
632,12.877,35.782,6.614,
633,10.626,34.519,2.675,
634,8.131,32.15,0.218,
635,5.851,29.542,-0.99,
636,3.991,27.081,-1.422,
637,2.58,24.863,-1.464,
638,1.557,22.873,-1.35,
639,0.837,21.076,-1.208,
640,0.335,19.44,-1.098,
641,-0.017,17.944,-1.044,
642,-0.275,16.571,-1.053,
643,-0.479,15.31,-1.127,
644,-0.66,14.154,-1.27,
645,-0.842,13.097,-1.486,
646,-1.044,12.135,-1.787,
647,-1.286,11.269,-2.19,
648,-1.586,10.503,-2.72,
649,-1.967,9.851,-3.412,
650,-2.454,9.336,-4.309,
651,-3.08,9.001,-5.466,
652,-3.886,8.921,-6.944,
653,-4.916,9.217,-8.8,
654,-6.216,10.079,-11.062,
655,-7.819,11.782,-13.67,
656,-9.715,14.666,-16.373,
657,-11.791,19.016,-18.587,
658,-13.757,24.735,-19.335,
659,-15.109,30.878,-17.564,
660,-15.256,35.603,-13.081,
661,-13.915,37.313,-7.315,
662,-11.428,36.123,-2.388,
663,-8.54,33.45,0.673,
664,-5.869,30.513,2.129,
665,-3.693,27.823,2.627,
666,-2.047,25.472,2.674,
667,-0.851,23.416,2.569,
668,0.004,21.595,2.468,
669,0.621,19.964,2.443,
670,1.089,18.494,2.525,
671,1.475,17.172,2.729,
672,1.835,15.991,3.065,
673,2.209,14.954,3.546,
674,2.634,14.073,4.193,
675,3.142,13.371,5.03,
676,3.765,12.891,6.091,
677,4.536,12.698,7.406,
678,5.486,12.894,8.995,
679,6.639,13.623,10.843,
680,8.002,15.066,12.853,
681,9.539,17.414,14.793,
682,11.138,20.757,16.233,
683,12.577,24.908,16.575,
684,13.527,29.206,15.279,
685,13.649,32.588,12.314,
686,12.787,34.15,8.444,
687,11.115,33.787,4.824,
688,9.049,32.131,2.211,
689,7.005,29.93,0.695,
690,5.238,27.656,-0.002,
691,3.839,25.504,-0.202,
692,2.801,23.524,-0.144,
693,2.069,21.712,0.03,
694,1.579,20.052,0.245,
695,1.273,18.526,0.472,
696,1.104,17.123,0.704,
697,1.038,15.833,0.947,
698,1.053,14.649,1.215,
699,1.138,13.566,1.528,
700,1.289,12.583,1.906,
701,1.51,11.702,2.376,
702,1.81,10.929,2.972,
703,2.208,10.28,3.731,
704,2.726,9.785,4.703,
705,3.396,9.494,5.943,
706,4.255,9.494,7.51,
707,5.348,9.92,9.451,
708,6.715,10.979,11.769,
709,8.374,12.957,14.355,
710,10.289,16.171,16.877,
711,12.302,20.806,18.662,
712,14.072,26.55,18.717,
713,15.074,32.218,16.207,
714,14.8,36.005,11.39,
715,13.146,36.799,5.942,
716,10.585,35.156,1.674,
717,7.821,32.445,-0.828,
718,5.357,29.63,-1.962,
719,3.388,27.073,-2.312,
720,1.913,24.822,-2.307,
721,0.849,22.834,-2.192,
722,0.092,21.057,-2.091,
723,-0.454,19.455,-2.063,
724,-0.866,18.003,-2.133,
725,-1.207,16.687,-2.311,
726,-1.523,15.502,-2.606,
727,-1.853,14.448,-3.031,
728,-2.228,13.531,-3.605,
729,-2.678,12.77,-4.356,
730,-3.233,12.195,-5.316,
731,-3.927,11.861,-6.527,
732,-4.793,11.852,-8.024,
733,-5.864,12.297,-9.824,
734,-7.165,13.375,-11.89,
735,-8.691,15.307,-14.071,
736,-10.379,18.294,-16.031,
737,-12.061,22.359,-17.191,
738,-13.435,27.095,-16.832,
739,-14.099,31.502,-14.505,
740,-13.725,34.323,-10.588,
741,-12.301,34.896,-6.305,
742,-10.196,33.622,-2.868,
743,-7.919,31.416,-0.717,
744,-5.85,28.985,0.358,
745,-4.164,26.658,0.749,
746,-2.884,24.528,0.78,
747,-1.959,22.594,0.653,
748,-1.317,20.834,0.479,
749,-0.886,19.222,0.31,
750,-0.605,17.742,0.165,
751,-0.43,16.378,0.045,
752,-0.325,15.12,-0.055,
753,-0.271,13.96,-0.141,
754,-0.251,12.889,-0.223,
755,-0.256,11.901,-0.309,
756,-0.283,10.99,-0.406,
757,-0.331,10.15,-0.523,
758,-0.399,9.376,-0.669,
759,-0.493,8.666,-0.858,
760,-0.619,8.016,-1.103,
761,-0.784,7.425,-1.424,
762,-1.003,6.896,-1.848,
763,-1.292,6.435,-2.407,
764,-1.673,6.057,-3.147,
765,-2.178,5.788,-4.125,
766,-2.844,5.681,-5.415,
767,-3.723,5.823,-7.102,
768,-4.874,6.367,-9.273,
769,-6.362,7.566,-11.981,
770,-8.24,9.804,-15.163,
771,-10.501,13.582,-18.476,
772,-12.991,19.323,-21.053,
773,-15.284,26.816,-21.397,
774,-16.622,34.406,-18.032,
775,-16.197,39.189,-11.244,
776,-13.849,39.497,-3.898,
777,-10.39,36.706,1.216,
778,-6.889,33.118,3.732,
779,-3.946,29.888,4.615,
780,-1.697,27.228,4.743,
781,-0.059,25.043,4.623,
782,1.114,23.208,4.505,
783,1.968,21.637,4.5,
784,2.623,20.284,4.652,
785,3.175,19.13,4.979,
786,3.697,18.178,5.485,
787,4.241,17.445,6.173,
788,4.85,16.966,7.045,
789,5.553,16.791,8.093,
790,6.37,16.988,9.294,
791,7.303,17.639,10.591,
792,8.336,18.82,11.869,
793,9.415,20.571,12.944,
794,10.445,22.835,13.564,
795,11.281,25.397,13.465,
796,11.757,27.86,12.492,
797,11.737,29.745,10.732,
798,11.182,30.693,8.548,
799,10.185,30.637,6.415,
800,8.937,29.78,4.695,
801,7.642,28.435,3.525,
802,6.458,26.868,2.863,
803,5.474,25.251,2.594,
804,4.722,23.678,2.601,
805,4.197,22.195,2.797,
806,3.881,20.827,3.129,
807,3.748,19.589,3.575,
808,3.779,18.496,4.129,
809,3.96,17.566,4.802,
810,4.286,16.829,5.609,
811,4.756,16.321,6.569,
812,5.374,16.1,7.693,
813,6.146,16.238,8.976,
814,7.07,16.826,10.379,
815,8.127,17.963,11.805,
816,9.269,19.719,13.074,
817,10.401,22.078,13.921,
818,11.373,24.854,14.032,
819,11.995,27.643,13.174,
820,12.094,29.895,11.372,
821,11.592,31.142,8.99,
822,10.568,31.243,6.586,
823,9.226,30.404,4.615,
824,7.805,28.99,3.266,
825,6.493,27.321,2.496,
826,5.395,25.598,2.169,
827,4.548,23.926,2.144,
828,3.947,22.351,2.315,
829,3.567,20.894,2.62,
830,3.38,19.566,3.029,
831,3.36,18.376,3.537,
832,3.489,17.339,4.152,
833,3.76,16.473,4.893,
834,4.171,15.811,5.784,
835,4.729,15.398,6.849,
836,5.443,15.301,8.099,
837,6.321,15.61,9.527,
838,7.363,16.435,11.078,
839,8.544,17.893,12.623,
840,9.801,20.055,13.927,
841,11.009,22.866,14.65,
842,11.977,26.041,14.425,
843,12.48,29.026,13.045,
844,12.339,31.161,10.681,
845,11.526,32.012,7.9,
846,10.202,31.609,5.365,
847,8.641,30.33,3.484,
848,7.103,28.612,2.323,
849,5.758,26.759,1.746,
850,4.682,24.935,1.569,
851,3.882,23.207,1.643,
852,3.335,21.6,1.871,
853,3.004,20.122,2.2,
854,2.855,18.775,2.611,
855,2.861,17.564,3.107,
856,3.006,16.498,3.701,
857,3.281,15.594,4.42,
858,3.691,14.878,5.291,
859,4.243,14.392,6.347,
860,4.954,14.202,7.614,
861,5.838,14.399,9.099,
862,6.907,15.107,10.773,
863,8.152,16.471,12.531,
864,9.525,18.621,14.152,
865,10.915,21.582,15.271,
866,12.125,25.139,15.421,
867,12.888,28.725,14.232,
868,12.951,31.521,11.741,
869,12.21,32.863,8.544,
870,10.804,32.654,5.497,
871,9.054,31.328,3.198,
872,7.289,29.449,1.778,
873,5.729,27.417,1.068,
874,4.474,25.431,0.83,
875,3.532,23.567,0.869,
876,2.872,21.841,1.06,
877,2.446,20.252,1.335,
878,2.209,18.794,1.667,
879,2.125,17.464,2.053,
880,2.169,16.261,2.503,
881,2.328,15.189,3.04,
882,2.599,14.258,3.693,
883,2.987,13.488,4.497,
884,3.507,12.913,5.492,
885,4.179,12.588,6.716,
886,5.029,12.599,8.203,
887,6.082,13.07,9.962,
888,7.353,14.173,11.943,
889,8.828,16.105,13.985,
890,10.433,19.028,15.75,
891,11.999,22.911,16.695,
892,13.234,27.322,16.191,
893,13.777,31.321,13.903,
894,13.355,33.813,10.245,
895,11.986,34.271,6.317,
896,10.012,33.07,3.162,
897,7.887,31.005,1.158,
898,5.953,28.702,0.134,
899,4.369,26.466,-0.251,
900,3.163,24.397,-0.284,
901,2.294,22.504,-0.15,
902,1.697,20.773,0.048,
903,1.309,19.184,0.264,
904,1.075,17.723,0.48,
905,0.957,16.379,0.698,
906,0.925,15.143,0.929,
907,0.963,14.008,1.188,
908,1.062,12.97,1.493,
909,1.223,12.029,1.866,
910,1.45,11.184,2.335,
911,1.755,10.445,2.932,
912,2.157,9.826,3.697,
913,2.68,9.358,4.679,
914,3.358,9.092,5.937,
915,4.229,9.117,7.532,
916,5.34,9.573,9.515,
917,6.732,10.675,11.89,
918,8.428,12.722,14.546,
919,10.388,16.05,17.139,
920,12.451,20.855,18.958,
921,14.257,26.804,18.954,
922,15.254,32.628,16.258,
923,14.913,36.418,11.189,
924,13.147,37.067,5.567,
925,10.475,35.251,1.265,
926,7.637,32.428,-1.19,
927,5.136,29.565,-2.265,
928,3.154,26.997,-2.575,
929,1.676,24.752,-2.551,
930,0.612,22.778,-2.435,
931,-0.148,21.019,-2.349,
932,-0.701,19.438,-2.348,
933,-1.128,18.011,-2.457,
934,-1.492,16.725,-2.686,
935,-1.84,15.578,-3.046,
936,-2.212,14.572,-3.552,
937,-2.641,13.722,-4.226,
938,-3.16,13.053,-5.094,
939,-3.8,12.609,-6.192,
940,-4.594,12.462,-7.553,
941,-5.574,12.718,-9.196,
942,-6.764,13.531,-11.1,
943,-8.169,15.092,-13.158,
944,-9.746,17.596,-15.113,
945,-11.372,21.123,-16.501,
946,-12.804,25.437,-16.688,
947,-13.694,29.794,-15.144,
948,-13.7,33.072,-11.924,
949,-12.696,34.401,-7.914,
950,-10.904,33.796,-4.308,
951,-8.771,31.979,-1.8,
952,-6.71,29.702,-0.399,
953,-4.957,27.404,0.213,
954,-3.586,25.252,0.364,
955,-2.576,23.281,0.283,
956,-1.869,21.48,0.105,
957,-1.395,19.83,-0.102,
958,-1.098,18.315,-0.311,
959,-0.929,16.92,-0.516,
960,-0.855,15.636,-0.725,
961,-0.854,14.455,-0.95,
962,-0.915,13.372,-1.208,
963,-1.032,12.383,-1.517,
964,-1.207,11.486,-1.9,
965,-1.449,10.684,-2.385,
966,-1.77,9.986,-3.005,
967,-2.191,9.41,-3.804,
968,-2.739,8.988,-4.832,
969,-3.448,8.778,-6.151,
970,-4.362,8.876,-7.823,
971,-5.526,9.436,-9.899,
972,-6.983,10.693,-12.372,
973,-8.751,12.967,-15.102,
974,-10.777,16.603,-17.685,
975,-12.866,21.754,-19.32,
976,-14.613,27.943,-18.891,
977,-15.425,33.686,-15.622,
978,-14.802,37.012,-10.143,
979,-12.768,37.088,-4.514,
980,-9.949,34.908,-0.483,
981,-7.089,31.965,1.683,
982,-4.638,29.109,2.565,
983,-2.727,26.587,2.776,
984,-1.317,24.395,2.715,
985,-0.304,22.469,2.601,
986,0.421,20.754,2.538,
987,0.958,19.215,2.574,
988,1.383,17.83,2.73,
989,1.759,16.592,3.017,
990,2.133,15.498,3.447,
991,2.544,14.557,4.036,
992,3.025,13.79,4.807,
993,3.611,13.231,5.79,
994,4.331,12.939,7.015,
995,5.219,13.001,8.506,
996,6.301,13.546,10.258,
997,7.589,14.742,12.203,
998,9.061,16.775,14.157,
999,10.632,19.772,15.76,
1000,12.119,23.647,16.468,
1001,13.227,27.901,15.708,
1002,13.617,31.586,13.261,
1003,13.063,33.711,9.642,
1004,11.635,33.904,5.925,
1005,9.686,32.602,3.021,
1006,7.641,30.551,1.21,
1007,5.805,28.305,0.298,
1008,4.313,26.13,-0.03,
1009,3.184,24.112,-0.036,
1010,2.375,22.261,0.114,
1011,1.827,20.563,0.329,
1012,1.48,19.005,0.568,
1013,1.285,17.572,0.819,
1014,1.205,16.256,1.086,
1015,1.218,15.05,1.383,
1016,1.308,13.949,1.729,
1017,1.473,12.954,2.148,
1018,1.715,12.068,2.667,
1019,2.046,11.301,3.323,
1020,2.483,10.673,4.155,
1021,3.05,10.22,5.213,
1022,3.781,10.004,6.552,
1023,4.714,10.126,8.225,
1024,5.887,10.741,10.261,
1025,7.334,12.075,12.626,
1026,9.053,14.415,15.141,
1027,10.969,18.032,17.372,
1028,12.867,22.953,18.553,
1029,14.352,28.589,17.74,
1030,14.905,33.533,14.446,
1031,14.15,36.183,9.438,
1032,12.194,36.036,4.496,
1033,9.605,34.001,0.974,
1034,7.011,31.294,-0.956,
1035,4.785,28.619,-1.77,
1036,3.043,26.203,-1.978,
1037,1.755,24.06,-1.922,
1038,0.834,22.149,-1.796,
1039,0.182,20.427,-1.694,
1040,-0.285,18.863,-1.661,
1041,-0.636,17.439,-1.712,
1042,-0.925,16.14,-1.857,
1043,-1.191,14.961,-2.101,
1044,-1.467,13.898,-2.455,
1045,-1.781,12.956,-2.938,
1046,-2.16,12.143,-3.573,
1047,-2.629,11.481,-4.396,
1048,-3.22,11.008,-5.449,
1049,-3.967,10.786,-6.779,
1050,-4.907,10.915,-8.428,
1051,-6.078,11.55,-10.414,
1052,-7.505,12.905,-12.686,
1053,-9.177,15.243,-15.049,
1054,-11.01,18.785,-17.067,
1055,-12.786,23.494,-18.015,
1056,-14.125,28.755,-17.063,
1057,-14.559,33.254,-13.865,
1058,-13.779,35.598,-9.194,
1059,-11.911,35.409,-4.639,
1060,-9.478,33.502,-1.369,
1061,-7.041,30.949,0.458,
1062,-4.943,28.384,1.253,
1063,-3.293,26.033,1.468,
1064,-2.07,23.923,1.417,
1065,-1.197,22.026,1.28,
1066,-0.587,20.307,1.147,
1067,-0.163,18.737,1.061,
1068,0.14,17.299,1.034,
1069,0.368,15.979,1.072,
1070,0.558,14.767,1.176,
1071,0.736,13.656,1.35,
1072,0.924,12.642,1.601,
1073,1.141,11.724,1.944,
1074,1.405,10.902,2.398,
1075,1.737,10.184,2.994,
1076,2.16,9.588,3.769,
1077,2.703,9.146,4.771,
1078,3.402,8.911,6.06,
1079,4.298,8.976,7.696,
1080,5.44,9.489,9.729,
1081,6.87,10.677,12.159,
1082,8.606,12.849,14.858,
1083,10.604,16.348,17.449,
1084,12.684,21.348,19.171,
1085,14.46,27.438,18.935,
1086,15.357,33.228,15.919,
1087,14.86,36.769,10.61,
1088,12.942,37.096,4.972,
1089,10.183,35.068,0.816,
1090,7.329,32.171,-1.476,
1091,4.854,29.309,-2.441,
1092,2.911,26.766,-2.693,
1093,1.471,24.55,-2.647,
1094,0.436,22.603,-2.531,
1095,-0.305,20.869,-2.457,
1096,-0.848,19.311,-2.478,
1097,-1.274,17.908,-2.613,
1098,-1.645,16.649,-2.875,
1099,-2.007,15.531,-3.275,
1100,-2.401,14.562,-3.828,
1101,-2.861,13.758,-4.557,
1102,-3.418,13.15,-5.492,
1103,-4.104,12.791,-6.664,
1104,-4.952,12.761,-8.103,
1105,-5.992,13.179,-9.813,
1106,-7.241,14.21,-11.749,
1107,-8.689,16.043,-13.762,
1108,-10.271,18.842,-15.533,
1109,-11.827,22.595,-16.545,
1110,-13.084,26.913,-16.184,
1111,-13.689,30.919,-14.085,
1112,-13.362,33.534,-10.582,
1113,-12.092,34.173,-6.703,
1114,-10.189,33.123,-3.501,
1115,-8.095,31.144,-1.414,
1116,-6.161,28.876,-0.316,
1117,-4.562,26.649,0.119,
1118,-3.335,24.576,0.178,
1119,-2.446,22.677,0.055,
1120,-1.834,20.937,-0.145,
1121,-1.437,19.341,-0.37,
1122,-1.2,17.874,-0.601,
1123,-1.083,16.524,-0.841,
1124,-1.059,15.284,-1.098,
1125,-1.11,14.148,-1.39,
1126,-1.229,13.114,-1.737,
1127,-1.417,12.179,-2.164,
1128,-1.679,11.351,-2.7,
1129,-2.031,10.639,-3.382,
1130,-2.491,10.066,-4.253,
1131,-3.089,9.673,-5.365,
1132,-3.858,9.527,-6.777,
1133,-4.841,9.739,-8.542,
1134,-6.079,10.483,-10.69,
1135,-7.603,12.008,-13.17,
1136,-9.408,14.624,-15.767,
